"sub","name","size"
"Defense Commissary Agency","CENTENNIAL MANAGEMENT SERVICES INC",907012.66
"Defense Commissary Agency","HOAR CONSTRUCTION LLC",886280.66
"Defense Commissary Agency","JENKINS GROUP INC THE",860094.5
"Defense Commissary Agency","R&R COMMISSARY SERVICES INCORPORATED",858494.17
"Defense Contract Audit Agency","CARAHSOFT TECHNOLOGY CORP",790271.22
"Defense Contract Audit Agency","FOUR LLC",562554.82
"Defense Contract Audit Agency","CELLCO PARTNERSHIP",460065.72
"Defense Contract Audit Agency","SERCO INC",434512
"Defense Contract Audit Agency","NEW TECH SOLUTIONS INC",323380
"Defense Contract Audit Agency","IHS GLOBAL INC",294175
"Defense Contract Audit Agency","NANAVATI CONSULTING INC",257049.75
"Defense Contract Audit Agency","PRESIDENT AND FELLOWS OF HARVARD COLLEGE",251440
"Defense Contract Audit Agency","FEDSTORE CORPORATION",249884.73
"Defense Contract Audit Agency","FOUR POINTS TECHNOLOGY LLC",247670.24
"Defense Contract Management Agency","RAINBOW DATA SYSTEMS INC",897956.52
"Defense Contract Management Agency","THUNDERCAT TECHNOLOGY LLC",888287.04
"Defense Contract Management Agency","SUCCESS BUSINESS INCORPORATED",833901.46
"Defense Contract Management Agency","APPRIO INC",759470.56
"Defense Contract Management Agency","THE BOEING COMPANY",749579.11
"Defense Contract Management Agency","MSB ANALYTICS INC",728212
"Defense Contract Management Agency","HARRIS CORPORATION",672266.89
"Defense Contract Management Agency","CONSTRUCTION & TELECOMMUNICATION SERVICES INC",631683.51
"Defense Contract Management Agency","DELL FEDERAL SYSTEMS LP",608806.25
"Defense Contract Management Agency","AEWESTJV",606521.53
"Defense Finance and Accounting Service","HERMAN MILLER INC",976350.82
"Defense Finance and Accounting Service","CASK TECHNOLOGIES LLC",952014.85
"Defense Finance and Accounting Service","PCMG INC",890518.46
"Defense Finance and Accounting Service","LEVEL 3 COMMUNICATIONS LLC",814590.6
"Defense Finance and Accounting Service","PERATON INC",813707
"Defense Finance and Accounting Service","KPMG LLP",756264
"Defense Finance and Accounting Service","MESMO INC",747948.45
"Defense Finance and Accounting Service","WOODBURY TECHNOLOGIES INC",735139.2
"Defense Finance and Accounting Service","AGIL3 TECHNOLOGY SOLUTIONS LLC",700368
"Defense Finance and Accounting Service","MEGA NA INC",659831.16
"Defense Health Agency","FABRICO TECHNOLOGY INC",999999.53
"Defense Health Agency","SANARIA INC",999997
"Defense Health Agency","HUMAN SYSTEMS INTEGRATION INC",999994.04
"Defense Health Agency","CORNERSTONE RESEARCH GROUP INCORPORATED",999901.29
"Defense Health Agency","INNOVISION LLC",999883.57
"Defense Health Agency","TECHNOVAX INC",999844.42
"Defense Health Agency","IFYBER LLC",999825.42
"Defense Health Agency","ADVANCED LIFE TECHNOLOGIES LLC",999812.85
"Defense Health Agency","HITRON TECHNOLOGIES INC",999801.72
"Defense Health Agency","TECKNOMIC LLC",999793.56
"Defense Human Resources Activity","PROMETRIC LLC",994955
"Defense Human Resources Activity","QUATERNION GROUP INC THE",945648
"Defense Human Resources Activity","INTELLIPEAK SOLUTIONS INC",935744
"Defense Human Resources Activity","ORGANIZATIONAL DEVELOPMENT RESOURCE GROUP LLC",920926.4
"Defense Human Resources Activity","APTIMA INC",853761.96
"Defense Human Resources Activity","INNOVASYSTEMS INTERNATIONAL LLC",805648
"Defense Human Resources Activity","INTERNATIONAL BUSINESS MACHINES CORPORATION",803038.74
"Defense Human Resources Activity","CONTRACT SOLUTIONS INC",763571.2
"Defense Human Resources Activity","NATIONAL ORGANIZATION FOR VICTIM ASSISTANCE INC",752796.88
"Defense Human Resources Activity","KARNA LLC",746446.46
"Defense Information Systems Agency","IP-PLUS CONSULTING INC",995854.4
"Defense Information Systems Agency","CALVERT SYSTEMS ENGINEERING INCORPORATED",993270.74
"Defense Information Systems Agency","TANGIBLE SOFTWARE INC",983650
"Defense Information Systems Agency","PREMIER SOLUTIONS HI LLC",960930.52
"Defense Information Systems Agency","METGREEN SOLUTIONS INC",948400
"Defense Information Systems Agency","EQUINIX INC",945248.88
"Defense Information Systems Agency","COPPER RIVER INFORMATION TECHNOLOGY LLC",940738.83
"Defense Information Systems Agency","INTELLECTUAL CONCEPTS LLC",940182.69
"Defense Information Systems Agency","INTELLIPEAK SOLUTIONS INC",922493.6
"Defense Information Systems Agency","RICHARD S CARSON & ASSOCIATES INC",906073.34
"Defense Intelligence Agency","LEVEL 3 COMMUNICATIONS LLC",864842.29
"Defense Intelligence Agency","ZEL TECHNOLOGIES LLC",759568
"Defense Intelligence Agency","CREDENCE MANAGEMENT SOLUTIONS LIMITED LIABILITY COMPANY",641837.18
"Defense Intelligence Agency","WILEY & WILSON INC",597205.06
"Defense Intelligence Agency","ARINC INCORPORATED",589646.05
"Defense Intelligence Agency","A T A LLC",482652.52
"Defense Intelligence Agency","CARNEGIE MELLON UNIVERSITY",399050
"Defense Intelligence Agency","CNA CORPORATION THE",394697
"Defense Intelligence Agency","MICHAEL BAKER GLOBAL SERVICES LLC",352810.48
"Defense Intelligence Agency","PORTICO SERVICES LLC",294020.01
"Defense Logistics Agency","XERION ADVANCED BATTERY CORP",999999.64
"Defense Logistics Agency","FALCON ENGINEERING CORPORATION",999962.13
"Defense Logistics Agency","AMERICAN MAGLEV TECHNOLOGY OF FLORIDA INC",999952
"Defense Logistics Agency","ADERAS INC",998761.99
"Defense Logistics Agency","IASC INC",995397.39
"Defense Logistics Agency","I S A CORPORATION",994931
"Defense Logistics Agency","AUTOMATED BUSINESS POWER INC",993064.82
"Defense Logistics Agency","DUN & BRADSTREET INC",992963.46
"Defense Logistics Agency","TRI-COR INDUSTRIES INC",992220
"Defense Logistics Agency","DIXIE AIR PARTS SUPPLY INC",991064.18
"Defense Media Activity","SYRACUSE UNIVERSITY",985421
"Defense Media Activity","CISCO SYSTEMS INC",982800
"Defense Media Activity","STRATUS SECURITY MANAGEMENT INC",928112.09
"Defense Media Activity","LOGZONE INC",921874.8
"Defense Media Activity","FCN INC",876542.61
"Defense Media Activity","CBS STUDIOS INC",839924
"Defense Media Activity","WARNER BROS INTERNATIONAL TELEVISION DISTRIBUTION INC",769656
"Defense Media Activity","BUENA VISTA NON-THEATRICAL INC",764486
"Defense Media Activity","STERLING COMPUTERS CORPORATION",764432.78
"Defense Media Activity","FOCUS CAMERA LLC",737531
"Defense Microelectronics Activity","ADVANCED COOLING TECHNOLOGIES INC",999998.72
"Defense Microelectronics Activity","TANGENT SCIENCES LLC",999980
"Defense Microelectronics Activity","NORTHROP GRUMMAN SYSTEMS CORPORATION",854216.16
"Defense Microelectronics Activity","GLOBAL SECURITY MANAGEMENT AGENCY INC",832221.27
"Defense Microelectronics Activity","VIA LUCIS PRESS LLC",558413.53
"Defense Microelectronics Activity","FERNANDEZ FRANK CHARLES",519447
"Defense Microelectronics Activity","LINDE LLC",493200
"Defense Microelectronics Activity","WESTERN CONTRACT FURNISHERS OF SACRAMENTO",425332.2
"Defense Microelectronics Activity","ANGSTROM SCIENTIFIC INC",399431
"Defense Microelectronics Activity","ACCRETECH AMERICA INC",367030
"Defense Nuclear Facilities Safety Board","NATIONAL ACADEMY OF PUBLIC ADMINISTRATION",249889.53
"Defense Nuclear Facilities Safety Board","CIVICACTIONS INC",135102.6
"Defense Nuclear Facilities Safety Board","COUNTERTRADE PRODUCTS INC",115392.82
"Defense Nuclear Facilities Safety Board","BOYD DAVID S",101800
"Defense Nuclear Facilities Safety Board","EBSCO INDUSTRIES INC",89002.86
"Defense Nuclear Facilities Safety Board","TALATEK LLC",82972
"Defense Nuclear Facilities Safety Board","PLANET TECHNOLOGIES INC",79275.4
"Defense Nuclear Facilities Safety Board","LEVEL 3 COMMUNICATIONS LLC",78334.67
"Defense Nuclear Facilities Safety Board","SHI INTERNATIONAL CORP",77678.82
"Defense Nuclear Facilities Safety Board","FCN INC",61897.5
"Defense Security Cooperation Agency","GARMISCH LODGING MARSHALL CENTER HOTEL",975080
"Defense Security Cooperation Agency","CUMBERLAND GROUP INC THE",964857.24
"Defense Security Cooperation Agency","X CORP SOLUTIONS INC",893245.65
"Defense Security Cooperation Agency","CHENEGA DECISION SCIENCES LLC",875269.44
"Defense Security Cooperation Agency","ABA AL KHAIL OFFICE FOR CAMP SERVICES",869221.85
"Defense Security Cooperation Agency","ALUTIIQ LOGISTICS & MAINTENANCE SERVICES LLC",863207.44
"Defense Security Cooperation Agency","CULMEN INTERNATIONAL LLC",800936.27
"Defense Security Cooperation Agency","ADVANCED DECISION VECTORS LLC",759430
"Defense Security Cooperation Agency","TOTAL WALTHER GMBH FEUERSCHUTZ UND SICHERHEIT",689931.65
"Defense Security Cooperation Agency","WASHINGTON BUSINESS DYNAMICS LLC",654600
"Defense Security Service","GCUBED ENTERPRISES INC",991267.96
"Defense Security Service","ORACLE AMERICA INC",921385.99
"Defense Security Service","DLT SOLUTIONS LLC",841203.65
"Defense Security Service","SHI INTERNATIONAL CORP",829262.45
"Defense Security Service","KEGMAN INC",795520
"Defense Security Service","PAT V MACK INC",724199.12
"Defense Security Service","ADVANCED VISION SYSTEMS INC",678535.32
"Defense Security Service","ROCKWOOD COMPANY LLC",541067.74
"Defense Security Service","INFORMATION ANALYSIS INCORPORATED",537849.9
"Defense Security Service","FILIUS CORPORATION",505620.08
"Defense Threat Reduction Agency","MICROELECTRONICS RESEARCH DEVELOPMENT CORPORATION",999985
"Defense Threat Reduction Agency","LANGUAGE COMPUTER CORPORATION",999964.28
"Defense Threat Reduction Agency","QUANTTERA LLC",999810.31
"Defense Threat Reduction Agency","CLOSTRA INC",999565.73
"Defense Threat Reduction Agency","RADIATION MONITORING DEVICES INC",998185.29
"Defense Threat Reduction Agency","PARATUS DIAGNOSTICS",995589
"Defense Threat Reduction Agency","GENECAPTURE",994237.59
"Defense Threat Reduction Agency","WITTENBERG WEINER CONSULTING LLC",992091
"Defense Threat Reduction Agency","WINNCOM TECHNOLOGIES CORP",986475.02
"Defense Threat Reduction Agency","SYDOR INSTRUMENTS LLC",981918
"Denali Commission","AHTNA ENVIRONMENTAL INC",164534.4
"Denali Commission","MSI COMMUNICATIONS INC",100000
"Denali Commission","ALASCONNECT LLC",73188.14
"Denali Commission","LABOR AND WORKFORCE DEVELOPMENT ALASKA DEPARTMENT OF",31000
"Denali Commission","RESOURCE DATA INC",29340
"Denali Commission","DSI INC",13844.88
"Denali Commission","GREEN CONNECTION INC",10478.76
"Denali Commission","WEST PUBLISHING CORPORATION",9646.92
"Denali Commission","COMPREHENSIVE APPLIED SECURITY SOLUTIONS LLC",6132.23
"Denali Commission","KONICA MINOLTA BUSINESS SOLUTIONS USA INC",2419.38
"Department of Agriculture","MISCELLANEOUS FOREIGN AWARDEES",902103.04
"Department of Agriculture","HOF CONSTRUCTION INC",863874
"Department of Agriculture","CAZADORES CONSTRUCTION INC",402494
"Department of Agriculture","ARROW MOVING & STORAGE OF COLORADO INC",194715.5
"Department of Agriculture","TOYOTA-ASTRA MOTOR PT",86292.54
"Department of Agriculture","PATTON CONSTRUCTION INC",80824.22
"Department of Agriculture","RAPOPORT MARIANA INES",69000.1
"Department of Agriculture","ERIE AFFILIATES INC",57732
"Department of Agriculture","PREVENTIVE MAINTENANCE SERVICES COMPANY",38156.7
"Department of Agriculture","OBAYASHI CORPORATION",35315.28
"Department of Commerce","MISCELLANEOUS FOREIGN AWARDEES",738748.48
"Department of Commerce","ABM FACILITY SUPPORT SERVICES LLC",276539.78
"Department of Commerce","XS INTERNATIONAL INC",170971.7
"Department of Commerce","ADVANCED COMPUTER CONCEPTS INC",110913.22
"Department of Commerce","CALLISONRTKL INC",97475
"Department of Commerce","XTREME SOLUTIONS INC",73207.5
"Department of Commerce","GENERAL DYNAMICS MISSION SYSTEMS INC",58850
"Department of Commerce","TCG INC",57692.31
"Department of Commerce","MINDPOINT GROUP LLC",41668.18
"Department of Commerce","NOVA TECHNOLOGY CORPORATION LIMITED",40397.86
"Department of Defense","GUILD ASSOCIATES INC",999975.57
"Department of Defense","GRAF RESEARCH CORPORATION",999901.2
"Department of Defense","IBC MATERIALS & TECHNOLOGIES LLC",999787
"Department of Defense","IST RESEARCH CORP",999017.48
"Department of Defense","GRAMMATECH INC",990825
"Department of Defense","TORREY PINES LOGIC INC",990000
"Department of Defense","DEFENSE RESEARCH ASSOCIATES INC",985390
"Department of Defense","LENEER DATA ASSURANCE SOLUTIONS INC",980812.8
"Department of Defense","INTELLECTUAL CONCEPTS LLC",977407.7
"Department of Defense","BLACK & VEATCH CONSTRUCTION INC",969807
"Department of Defense Education Activity","DIVERSIFIED SERVICES GROUP INCORPORATED",945674.78
"Department of Defense Education Activity","SERENA SOFTWARE INC",937500
"Department of Defense Education Activity","PROFESSIONAL ENGINEERING CONCEPTS INC",934459
"Department of Defense Education Activity","COMPUTERS UNIVERSAL INC",918338.76
"Department of Defense Education Activity","SANYU-SHOJI CO LTD",904878
"Department of Defense Education Activity","CISCO SYSTEMS INC",885290.84
"Department of Defense Education Activity","COMPASS GROUP PLC",878803.63
"Department of Defense Education Activity","FARGO PACIFIC INC",864300
"Department of Defense Education Activity","NIHON SOGO SEIBI CO LTD",840721.65
"Department of Defense Education Activity","ACCESS SUPPORTS FOR LIVING INC",828283.86
"Department of Education","CTG INC",968646
"Department of Education","2M RESEARCH SERVICES LLC",965906.92
"Department of Education","STANDARDSWORK",964839.97
"Department of Education","CENTEVA LLC",957907
"Department of Education","R G RESEARCH GROUP INC",954119
"Department of Education","THUNDERCAT TECHNOLOGY LLC",947536.35
"Department of Education","GCC TECHNOLOGIES LLC",943756.89
"Department of Education","MDB INC",926456.9
"Department of Education","GARUD TECHNOLOGY SERVICES INC",916982.57
"Department of Education","ELECTRIC FUNSTUFF INC",900000
"Department of Energy","VERSA INTEGRATED SOLUTIONS INC",998496.59
"Department of Energy","GLOBAL ENGINEERING & TECHNOLOGY INC",997384.6
"Department of Energy","CONSTELLATION NEWENERGY INC",996969
"Department of Energy","VETERAN SOLUTIONS INC",994793.14
"Department of Energy","GREEN WATER ENERGY LLC",986345.8
"Department of Energy","PERTEK 2 LLC",982435.76
"Department of Energy","WHITEFISH ENERGY HOLDINGS LLC",980034.01
"Department of Energy","CELLCO PARTNERSHIP",978270.26
"Department of Energy","RACK-WILDNER & REESE INC",976275
"Department of Energy","HAMILTON ASSOCIATES INC",974000
"Department of Housing and Urban Development","VIRTUAL ENTERPRISE ARCHITECTS LLC",994313
"Department of Housing and Urban Development","PAVR SOFTWARE SOLUTIONS LLC",991860.64
"Department of Housing and Urban Development","EDENRED COMMUTER BENEFIT SOLUTIONS LLC",991000
"Department of Housing and Urban Development","JOACHIM GROUP CPAS & CONSULTANTS LLC THE",987992.4
"Department of Housing and Urban Development","CREATIVE MARKETING RESOURCES INC",969500
"Department of Housing and Urban Development","SCHATZ PUBLISHING GROUP LLC",961776
"Department of Housing and Urban Development","AMERICAN TECHNOLOGY SYSTEMS INC",934286
"Department of Housing and Urban Development","CELLCO PARTNERSHIP",918416.28
"Department of Housing and Urban Development","MILLENNIUM GROUP INTERNATIONAL LLC THE",868705
"Department of Housing and Urban Development","CATALYST EMAX PARTNERS LLC",810231.96
"Department of Justice","FRONTIER WEST VIRGINIA INC",906889.34
"Department of Justice","DCM ARCHITECTURE & ENGINEERING LLC",867967.22
"Department of Justice","COMPUCRAFT INC",542270
"Department of Justice","CACI INC - COMMERCIAL",435218.35
"Department of Justice","FCA US LLC",427207
"Department of Justice","FORD MOTOR COMPANY",363538
"Department of Justice","BELT BUILT CONTRACTING LLC",353891
"Department of Justice","PHACIL INC",253486.93
"Department of Justice","AMES 1  LLC",227349.14
"Department of Justice","VERESTAR INC",224949.75
"Department of Labor","DAWN INCORPORATED",125002.79
"Department of Labor","LUMOS NETWORKS LLC",44100
"Department of Labor","VERIZON FEDERAL INC",18635.15
"Department of Labor","PULIZ MOVING & STORAGE CO",8655
"Department of Labor","MISCELLANEOUS FOREIGN AWARDEES",6272.64
"Department of Labor","TCS OF AMERICA ENTERPRISES LLC",1930.68
"Department of Labor","KEN TILLAGE CONSTRUCTION COMPANY LLC",1500
"Department of State","MELLON BANK NA",999988.47
"Department of State","ALLEN-VANGUARD INC",999398.4
"Department of State","GOLDBELT C6 LLC",997902.4
"Department of State","2200 C STREET LLC",996988.37
"Department of State","WW GRAINGER INC",993262.06
"Department of State","LEVEL 3 TELECOM HOLDINGS LLC",990730.31
"Department of State","E-LOGIC INC",988444.48
"Department of State","GILFORD CONSTRUCTION CORPORATION",986285
"Department of State","HILL INTERNATIONAL INC",984610
"Department of State","ANTON GMBH",981079.51
"Department of Transportation","HUGHES NETWORK SYSTEMS LLC",856249.41
"Department of Transportation","VERIZON FEDERAL INC",101089.82
"Department of Transportation","CAVALIER TELEPHONE LLC",37280.12
"Department of Transportation","CORE TECHNOLOGIES INC",34200
"Department of Transportation","THE MITRE CORPORATION",23761
"Department of Transportation","WINDSTREAM NEBRASKA INC",14783.57
"Department of Transportation","WINDSTREAM COMMUNICATIONS LLC",9847.39
"Department of Transportation","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC",7228.9
